cve,title,severity,published,cve_link
CVE-2024-32110,Appsero <= 2.0.0 - Missing Authorization via handle_optin_optout,Medium,2024-04-11 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-32110
CVE-2024-32110,Appsero <= 2.0.0 - Missing Authorization via handle_optin_optout,Medium,2024-04-11 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-32110
CVE-2021-24206,Elementor Website Builder <= 3.1.3 - Authenticated (Contributor+) Stored Cross-Site Scripting via title_size,Medium,2021-03-17 00:00:00,https://www.cve.org/CVERecord?id=CVE-2021-24206
CVE-2024-4702,Mega Elements <= 1.2.1 - Authenticated (Contributor+) Stored Cross-Site Scripting via Button Widget,Medium,2024-05-14 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4702
CVE-2024-10319,140+ Widgets | Xpro Addons For Elementor – FREE <= 1.4.6 - Authenticated (Contributor+) Sensitive Information Exposure via Elementor Template,Medium,2024-11-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-10319
CVE-2024-13409,"Post Grid, Slider & Carousel Ultimate – with Shortcode, Gutenberg Block & Elementor Widget <= 1.6.10 - Authenticated (Contributor+) Local File Inclusion via post_type_ajax_handler()",High,2025-01-23 21:41:35,https://www.cve.org/CVERecord?id=CVE-2024-13409
CVE-2021-25080,Contact Form Entries <= 1.1.6 - Unauthenticated Stored Cross-Site Scripting,High,2021-01-05 00:00:00,https://www.cve.org/CVERecord?id=CVE-2021-25080
CVE-2024-37428,WidgetKit <= 2.5.0 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-06-28 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-37428
CVE-2020-36171,Elementor Website Builder <= 3.0.13 - Unrestricted SVG Uploads,Medium,2020-11-25 00:00:00,https://www.cve.org/CVERecord?id=CVE-2020-36171
CVE-2024-12851,Element Pack Lite - Addons for Elementor <= 5.10.14 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-01-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-12851
CVE-2024-5341,"The Plus Addons for Elementor – Elementor Addons, Page Templates, Widgets, Mega Menu, WooCommerce <= 5.5.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via Heading Title Widget",Medium,2024-05-29 17:11:29,https://www.cve.org/CVERecord?id=CVE-2024-5341
CVE-2024-2966,"Element Pack Elementor Addons (Header Footer, Template Library, Dynamic Grid & Carousel, Remote Arrows) <= 5.5.6 - Sensitive Information Exposure via  element_pack_ajax_search",Medium,2024-04-10 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2966
CVE-2024-4876,HT Mega – Absolute Addons For Elementor <= 2.5.2 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-05-20 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4876
CVE-2024-12624,Sina Extension for Elementor <= 3.5.91 - Authenticated (Contributor+) Stored DOM-Based Cross-Site Scripting via Sina Image Differ,Medium,2025-01-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-12624
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2022-4974,Freemius SDK <= 2.4.2 - Missing Authorization Checks,Medium,2022-03-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4974
CVE-2024-9542,Sky Addons for Elementor <= 2.6.1 - Authenticated (Contributor+) Sensitive Information Exposure via Content Switcher Widget Elementor Template,Medium,2024-11-20 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-9542
,WPSyncSheets Lite For Elementor – Elementor Pro Form Google Spreadsheet Addon <= 1.4 - Running Vulnerable Dependencies,Low,2025-01-17 00:00:00,
CVE-2024-3927,"Element Pack Elementor Addons (Header Footer, Template Library, Dynamic Grid & Carousel, Remote Arrows) <= 5.6.3 - Form Submission Admin Email Bypass",Medium,2024-05-21 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3927
CVE-2023-2324,Elementor Forms Google Sheet Connector <= 1.0.6 - Reflected Cross-Site Scripting via 'code',Medium,2023-06-12 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-2324
CVE-2023-2324,Elementor Forms Google Sheet Connector <= 1.0.6 - Reflected Cross-Site Scripting via 'code',Medium,2023-06-12 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-2324
CVE-2024-10329,Ultimate Bootstrap Elements for Elementor <= 1.4.6 - Authenticated (Contributor+) Sensitive Information Exposure,Medium,2024-11-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-10329
CVE-2024-13548,Power Ups for Elementor <= 1.2.2 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-01-24 18:45:04,https://www.cve.org/CVERecord?id=CVE-2024-13548
CVE-2023-5922,Royal Elementor Addons and Templates <= 1.3.80 - Missing Authorization to Private/Password Protected Post Read,Medium,2023-12-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-5922
CVE-2024-51629,Header Footer Composer for Elementor <= 1.0.4 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-11-01 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-51629
CVE-2024-6434,Premium Addons for Elementor <= 4.10.35 - Regular Expressions Denial of Service,Low,2024-07-03 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-6434
CVE-2024-11034,Request a Quote for WooCommerce and Elementor – Get a Quote Button – Product Enquiry Form Popup – Product Quotation <= 1.4 - Unauthenticated Arbitrary Shortcode Execution via fire_contact_form,High,2024-11-22 21:43:43,https://www.cve.org/CVERecord?id=CVE-2024-11034
CVE-2024-0513,Royal Elementor Addons and Templates <= 1.3.87 - Cross-Site Request Forgery via remove_from_wishlist,Medium,2024-02-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-0513
CVE-2024-3733,"Essential Addons for Elementor – Best Elementor Templates, Widgets, Kits & WooCommerce Builders <= 5.9.15 - Information Exposure",Medium,2024-04-24 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3733
CVE-2022-4102,Royal Elementor Addons <= 1.3.55 - Cross-Site Request Forgery,High,2022-12-15 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4102
CVE-2024-9058,Element Pack Elementor Addons <= 5.10.5 - Authenticated (Contributor+) DOM-Based Stored Cross-Site Scripting via Lightbox Widget,Medium,2024-12-02 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-9058
CVE-2024-53709,Generic Elements <= 1.2.3 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-11-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-53709
CVE-2020-13126,Elementor Pro <= 2.9.3 - Authenticated (Subscriber+) Arbitrary File Upload,Critical,2020-05-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2020-13126
CVE-2025-8100,Element Pack Elementor Addons and Templates <= 8.1.5 - Authenticated (Contributor+) Stored Cross-Site Scripting via Open Street Map Widget Marker Content,Medium,2025-08-05 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-8100
CVE-2025-22648,"Blog, Posts and Category Filter for Elementor <= 2.0.1 - Authenticated (Contributor+) Stored Cross-Site Scripting",Medium,2025-02-03 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-22648
CVE-2024-11915,RRAddons for Elementor <= 1.1.0 - Authenticated (Contributor+) Post Disclosure,Medium,2025-01-10 19:02:59,https://www.cve.org/CVERecord?id=CVE-2024-11915
CVE-2024-9068,OneElements – Best Elementor Addons <= 1.3.7 - Authenticated (Author+) Stored Cross-Site Scripting via SVG File Upload,Medium,2024-09-24 12:20:54,https://www.cve.org/CVERecord?id=CVE-2024-9068
CVE-2025-46225,Post in page for Elementor <= 1.0.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-04-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-46225
CVE-2024-5530,ShopLentor – WooCommerce Builder for Elementor & Gutenberg +12 Modules – All in One Solution (formerly WooLentor) <= 2.9.0 - Authenticated (Contributor+) Stored Cross-Site Scripting via WL Product Horizontal Filter Widget,Medium,2024-06-10 16:01:08,https://www.cve.org/CVERecord?id=CVE-2024-5530
,Freemius SDK <= 2.2.3 - Missing Authorization to Arbitrary Options Update,High,2019-02-25 00:00:00,
,Freemius SDK <= 2.2.3 - Missing Authorization to Arbitrary Options Update,High,2019-02-25 00:00:00,
,Freemius SDK <= 2.2.3 - Missing Authorization to Arbitrary Options Update,High,2019-02-25 00:00:00,
CVE-2024-4663,OSM Map Widget for Elementor <= 1.2.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via id Parameter,Medium,2024-06-18 14:27:49,https://www.cve.org/CVERecord?id=CVE-2024-4663
CVE-2025-24729,ElementInvader Addons for Elementor <= 1.3.3 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-01-24 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-24729
CVE-2024-2308,ElementInvader Addons for Elementor <= 1.2.2 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-03-15 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2308
CVE-2024-0826,Qi Addons For Elementor <= 1.6.7 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-03-18 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-0826
CVE-2024-38768,"The Pack Elementor addons (Header Footer & WooCommerce Builder,  Template Library) <= 2.0.8.6 - Authenticated (contributor+) Local File Inclusion",High,2024-07-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-38768
CVE-2024-2799,Royal Elementor Addons and Templates <= 1.3.971 - Authenticated (Contributor+) Stored Cross-Site Scripting via HTML Tags,Medium,2024-04-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2799
CVE-2024-3885,Premium Addons for Elementor <= 4.10.28 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-04-23 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3885
CVE-2024-33568,Element Pack Pro <= 7.19.2 - Authenticated (Contributor+) Arbitrary File Read and PHAR Deserialization,Critical,2024-04-25 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-33568
CVE-2024-34791,WPB Elementor Addons <= 1.0.9 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-05-17 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-34791
CVE-2024-2047,ElementsKit Elementor addons <= 3.0.6 - Authenticated (Contributor+) Local File Inclusion in render_raw,High,2024-03-29 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2047
CVE-2024-5347,Happy Addons for Elementor <= 3.10.9 - Authenticated (Contributor+) Stored Cross-Site Scripting via Post Navigation Widget,Medium,2024-05-30 21:24:23,https://www.cve.org/CVERecord?id=CVE-2024-5347
CVE-2024-0585,"Essential Addons for Elementor – Best Elementor Templates, Widgets, Kits & WooCommerce Builders <= 5.9.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via Image URl",Medium,2024-01-17 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-0585
CVE-2024-4345,Startklar Elementor Addons <= 1.7.13 - Unauthenticated Arbitrary File Upload,Critical,2024-05-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4345
CVE-2024-49665,Web Bricks Addons for Elementor <= 1.1.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-10-21 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-49665
CVE-2020-36703,Elementor Website Builder <= 2.9.7 - Authenticated Stored Cross-Site Scripting,Medium,2020-04-21 00:00:00,https://www.cve.org/CVERecord?id=CVE-2020-36703
CVE-2024-32718,"The Pack Elementor addons (Header Footer & WooCommerce Builder, Template Library) <= 2.0.8.2 - Authenticated (Subscriber+) Server-Side Request Forgery",Medium,2024-04-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-32718
CVE-2024-1236,"Essential Addons for Elementor – Best Elementor Templates, Widgets, Kits & WooCommerce Builders <= 5.9.8 - Authenticated (Contributor+) Stored Cross-Site Scripting",Medium,2024-02-12 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-1236
CVE-2024-13649,140+ Widgets | Xpro Addons For Elementor – FREE <= 1.4.6.7 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-03-07 22:00:31,https://www.cve.org/CVERecord?id=CVE-2024-13649
CVE-2024-4868,Extensions for Elementor <= 2.0.32 - Authenticated (Contributor+) Stored Cross-Site Scripting via EE Events and EE Flipbox Widget,Medium,2024-07-08 19:48:37,https://www.cve.org/CVERecord?id=CVE-2024-4868
CVE-2025-0968,ElementsKit Elementor addons <= 3.4.0 - Unauthenticated Information Exposure via get_megamenu_content Function,Medium,2025-02-18 22:37:28,https://www.cve.org/CVERecord?id=CVE-2025-0968
CVE-2025-39589,Essential Addons for Elementor <= 6.1.9 - Authenticated (Contributor+) Information Disclosure,Medium,2025-04-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-39589
CVE-2024-33541,Better Elementor Addons <= 1.4.1 - Authenticated(Contributor+) Local File Inclusion,High,2024-04-25 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-33541
CVE-2025-6686,Magic Buttons for Elementor <= 1.0 - Authenticated (Contributor+) Stored Cross-Site Scripting via magic-button Shortcode,Medium,2025-07-01 14:56:14,https://www.cve.org/CVERecord?id=CVE-2025-6686
CVE-2024-54369,Zita Site Builder <= 1.0.2 - Missing Authorization to Arbitrary Plugin Installation,Critical,2024-12-11 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-54369
CVE-2024-25598,Livemesh Addons for Elementor <= 8.3 - Authenticated (Contributor+) Stored Cross-Site Scripting via animated_text_class,Medium,2024-02-12 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-25598
CVE-2022-2116,Contact Form DB - Elementor <= 1.7 - Reflected Cross-Site Scripting,Medium,2022-07-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-2116
CVE-2024-4626,JetWidgets For Elementor <= 1.0.17 - Authenticated (Contributor+) Stored Cross-Site Scripting via layout_type and id Parameters,Medium,2024-06-19 13:41:32,https://www.cve.org/CVERecord?id=CVE-2024-4626
CVE-2024-0506,Elementor Website Builder – More than Just a Page Builder <= 3.18.3 - Authenticated (Contributor+) Stored Cross-Site Scripting via get_image_alt,Medium,2024-02-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-0506
CVE-2025-5290,Borderless – Elementor Addons and Templates <= 1.7.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-05-30 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-5290
CVE-2025-8874,"Master Addons – Elementor Addons with White Label, Free Widgets, Hover Effects, Conditions, & Animations <= 2.0.8.6 - Authenticated (Contributor+) Stored Cross-Site Scripting via fancyBox",Medium,2025-08-11 18:42:21,https://www.cve.org/CVERecord?id=CVE-2025-8874
CVE-2025-48244,Exclusive Addons Elementor <= 2.7.9 - Authenticated (Administrator+) Stored Cross-Site Scripting,Medium,2025-05-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-48244
CVE-2024-44001,Royal Elementor Addons <= 1.3.982 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-08-29 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-44001
CVE-2024-4698,Testimonial Carousel For Elementor <= 10.1.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-05-17 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4698
CVE-2024-12205,Themesflat Addons For Elementor <= 2.2.4 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-01-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-12205
CVE-2024-8961,"Essential Addons for Elementor – Best Elementor Addon, Templates, Widgets, Kits & WooCommerce Builders <= 6.0.7 - Authenticated (Contributor+) Stored Cross-Site Scripting",Medium,2024-11-14 18:35:38,https://www.cve.org/CVERecord?id=CVE-2024-8961
CVE-2024-8913,"The Plus Addons for Elementor – Elementor Addons, Page Templates, Widgets, Mega Menu, WooCommerce <= 5.6.11 - Authenticated (Contributor+) Sensitive Information Exposure via content_template",Medium,2024-10-10 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-8913
CVE-2024-32575,Mega Elements <= 1.1.9 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-04-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-32575
CVE-2024-3819,Jeg Elementor Kit <= 2.6.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via JKit - Banner,Medium,2024-04-26 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3819
CVE-2024-2786,Happy Addons for Elementor <= 3.10.4 - Authenticated (Contributor+) DOM-Based Stored Cross-Site Scripting via title_tag,Medium,2024-04-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2786
CVE-2025-31046,AnyWhere Elementor Pro <= 2.29 - Missing Authorization,Medium,2025-05-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-31046
CVE-2024-37918,ConeBlog – WordPress Blog Widgets <= 1.4.8 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-07-09 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-37918
CVE-2023-37999,HT Mega – Absolute Addons for Elementor <= 2.2.0 - Missing Authorization to Privilege Escalation,Critical,2023-07-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-37999
CVE-2023-4689,Elementor Addon Elements <= 1.12.7 - Cross-Site Request Forgery,Medium,2023-11-15 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-4689
CVE-2024-50555,Elementor Website Builder <= 3.29.0 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-06-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-50555
CVE-2024-50555,Elementor Website Builder <= 3.29.0 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-06-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-50555
CVE-2024-13832,Ultra Addons Lite for Elementor <= 1.1.8 - Authenticated (Contributor+) Restricted Post Disclosure,Medium,2025-02-27 19:54:27,https://www.cve.org/CVERecord?id=CVE-2024-13832
CVE-2024-0367,Unlimited Elements For Elementor <= 1.5.96 - Authenticated (Contributor+) Stored Cross-Site Scripting via Widget Link,Medium,2024-03-29 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-0367
CVE-2024-54225,Designer <= 1.4.1 - Authenticated (Contributor+) Local File Inclusion,High,2024-12-05 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-54225
CVE-2022-47175,Royal Elementor Addons <= 1.3.75 - Cross-Site Request Forgery,Medium,2023-08-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-47175
CVE-2024-24846,Mighty Addons for Elementor <= 1.9.3 - Reflected Cross-Site Scripting,Medium,2024-02-02 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-24846
CVE-2024-9502,"Master Addons -- Free Widgets, Hover Effects, Toggle, Conditions, Animations for Elementor <= 2.0.6.7 - Authenticated (Contributor+) Stored Cross-Site Scripting via Tooltip Module",Medium,2025-01-06 17:32:47,https://www.cve.org/CVERecord?id=CVE-2024-9502
CVE-2024-4485,"The Plus Addons for Elementor – Elementor Addons, Page Templates, Widgets, Mega Menu, WooCommerce <= 5.5.2 - Authenticated (Contributor+) Stored Cross-Site Scripting",Medium,2024-05-23 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4485
CVE-2024-3161,Jeg Elementor Kit <= 2.6.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via Countdown Widget,Medium,2024-04-30 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3161
CVE-2024-1996,Premium Addons for Elementor PRO <= 2.9.12 -  Authenticated(Contributor+) Stored Cross-Site Scripting via widget link,Medium,2024-03-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-1996
CVE-2024-3647,Premium Addons for Elementor <= 4.10.28 - Authenticated (Contributor+) Stored Cross-Site Scripting via 'arrow_style',Medium,2024-04-24 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3647
CVE-2024-24934,Elementor <= 3.19.0 - Authenticated(Contributor+) Arbitrary File Deletion and PHAR Deserialization,High,2024-02-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-24934
CVE-2024-51851,best bootstrap widgets for elementor <= 1.0 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-11-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-51851
CVE-2024-10798,Royal Elementor Addons and Templates <= 1.7.1003 - Authenticated (Contributor+) Post Disclosure,Medium,2024-11-27 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-10798
CVE-2025-6550,The Pack Elementor addon <= 2.1.4 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-06-26 19:07:13,https://www.cve.org/CVERecord?id=CVE-2025-6550
CVE-2023-31212,Contact Form Entries <= 1.3.0 - Authenticated (Contributor+) SQL Injection via shortcode,High,2023-05-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-31212
CVE-2025-47533,Graphina <= 3.0.4 - Cross-Site Request Forgery to Local File Inclusion,High,2025-05-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-47533
CVE-2024-1422,Elementor Addon Elements <= 1.12.12 - Authenticated(Contributor+) Stored Cross-Site Scripting via Modal Popup effet,Medium,2024-02-21 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-1422
CVE-2024-54444,Elementor Website Builder <= 3.25.10 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-02-24 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-54444
CVE-2025-24760,Sofass <= 1.3.4 - Unauthenticated Local File Inclusion,High,2025-06-23 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-24760
CVE-2024-34756,Integration for Contact Form 7 HubSpot <=1.3.1 - Cross-Site Request Forgery,Medium,2024-05-14 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-34756
CVE-2022-4765,Portfolio for Elementor <= 2.3 - Authenticated (Contributor+) Stored Cross-Site Scripting via Shortcode,Medium,2023-01-03 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-4765
CVE-2024-4342,Royal Elementor Addons and Templates <= 1.3.975 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-05-31 17:22:35,https://www.cve.org/CVERecord?id=CVE-2024-4342
CVE-2024-0845,PDF Viewer for Elementor <= 2.9.3 - Authenticated (Contributor+) Stored Cross-Site Scripting via render,Medium,2024-06-17 14:20:46,https://www.cve.org/CVERecord?id=CVE-2024-0845
CVE-2024-1166,Image Hover Effects - Elementor Addon <= 1.4.1 - Authenticated(Contributor+) DOM-based Stored Cross-Site Scripting via Image Hover Effects Widget,Medium,2024-05-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-1166
CVE-2023-47178,The Plus Addons for Elementor Pro <= 5.2.8 - Unauthenticated Local File Inclusion,Critical,2023-10-31 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-47178
