"keyword","vuln_id","cve","title","description","severity","cvss_score","published","cve_link","software_name","software_slug"
"elementor","1cf3190c-e247-4bcc-99e0-2ab2d2fa0590","CVE-2024-4003","Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders <= 5.9.15 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the eael_team_members_image_rounded parameter in the Team Members widget in all versions up to  and including  5.9.15 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor access and higher  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-04-24 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-4003","Essential Addons for Elementor – Popular Elementor Templates & Widgets","essential-addons-for-elementor-lite"
"elementor","1d2f17b9-efe9-40be-8b01-1eb73ccaf212","CVE-2025-32194","LA-Studio Element Kit for Elementor <= 1.5.1 - Authenticated (Contributor+) Stored Cross-Site Scripting","The LA-Studio Element Kit for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.5.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2025-04-04 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-32194","LA-Studio Element Kit for Elementor","lastudio-element-kit"
"elementor","1e0f7686-1c8c-49d6-9d0b-3c8df6c24d0d","CVE-2024-13547","aThemes Addons for Elementor <= 1.0.12 - Authenticated (Contributor+) Stored Cross-Site Scripting","The aThemes Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Image Accordion widget in all versions up to  and including  1.0.12 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with Contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2025-01-31 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-13547","aThemes Addons for Elementor","athemes-addons-for-elementor-lite"
"elementor","1e2c937c-1ff8-4bcc-913b-83bade37d754","CVE-2025-0661","DethemeKit For Elementor <= 2.1.8 - Authenticated (Contributor+) Protected Post Disclosure","The DethemeKit For Elementor plugin for WordPress is vulnerable to Information Exposure in all versions up to  and including  2.36 via the duplicate_post() function due to insufficient restrictions on which posts can be duplicated. This makes it possible for authenticated attackers  with Contributor-level access and above  to extract data from password protected  private  draft  or scheduled posts that they should not have access to by duplicating the post.","Medium","4.3","2025-02-12 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-0661","DethemeKit for Elementor","dethemekit-for-elementor"
"elementor","1e498dd0-0adc-425f-aae2-67c75c202f48","CVE-2024-54314","Primary Addon for Elementor <= 1.6.0 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Primary Addon for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.6.0 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-12-11 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-54314","Primary Addon for Elementor","primary-addon-for-elementor"
"elementor","1e5381fe-940b-404e-b2f2-1fd1c4ee5d78","CVE-2022-45076","Flexible Elementor Panel <= 2.3.8 - Cross Site Request Forgery","The Flexible Elementor Panel plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to  and including  2.3.8. This is due to missing or incorrect nonce validation on the admin_init_fep function. This makes it possible for unauthenticated attackers to dismiss plugin notices  via forged request granted they can trick a site administrator into performing an action such as clicking on a link.","Medium","4.3","2023-02-02 00:00:00","https://www.cve.org/CVERecord?id=CVE-2022-45076","Flexible Elementor Panel","flexible-elementor-panel"
"elementor","1f33a8db-7cd0-4a53-b2c1-cd5b7cd16214","CVE-2023-0693","Metform Elementor Contact Form Builder <= 3.3.1 - Authenticated (Subscriber+) Information Disclosure via 'mf_transaction_id' shortcode","The Metform Elementor Contact Form Builder for WordPress is vulnerable to Information Disclosure via the 'mf_transaction_id' shortcode in versions up to  and including  3.3.1. This allows authenticated attackers  with subscriber-level capabilities or above to obtain sensitive information about the transaction ids of arbitrary form submissions that included payment.","Medium","6.5","2023-06-08 00:00:00","https://www.cve.org/CVERecord?id=CVE-2023-0693","MetForm – Contact Form  Survey  Quiz  & Custom Form Builder for Elementor","metform"
"elementor","1f376368-3a1f-4c8a-b14d-142b20f5e57c","CVE-2025-30911","RomethemeKit For Elementor <= 1.5.4 - Authenticated (Subscriber+) Arbitrary Plugin Installation/Activation","The RomethemeKit For Elementor plugin for WordPress is vulnerable to arbitrary plugin installations due to a missing capability check in all versions up to  and including  1.5.4. This makes it possible for authenticated attackers  with Subscriber-level access and above  to install arbitrary plugins on the affected site's server which may make remote code execution possible.","High","8.8","2025-03-27 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-30911","RTMKit Addons for Elementor","rometheme-for-elementor"
"elementor","1f386d27-8aae-4f18-9311-3dd018ea1c85","CVE-2024-54315","Events Addon for Elementor <= 2.2.2 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Events Addon for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  2.2.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-12-11 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-54315","Events Addon for Elementor","events-addon-for-elementor"
"elementor","1f4b0be8-d2d7-4198-98a4-bb59561ff92e","CVE-2025-30914","Metform <= 3.9.2 - Authenticated (Admin+) Server-Side Request Forgery","The MetForm – Contact Form  Survey  Quiz  & Custom Form Builder for Elementor plugin for WordPress is vulnerable to Server-Side Request Forgery in all versions up to  and including  3.9.2. This makes it possible for authenticated attackers  with Administrator-level access and above  to make web requests to arbitrary locations originating from the web application which can be used to query and modify information from internal services.","Medium","5.5","2025-03-27 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-30914","MetForm – Contact Form  Survey  Quiz  & Custom Form Builder for Elementor","metform"
"elementor","1f589345-a081-4d27-ac4a-6edc44b96f91","CVE-2024-4858","Testimonial Carousel For Elementor <= 10.2.0 - Missing Authorization to Limited Setting Update","The Testimonial Carousel For Elementor plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'save_testimonials_option_callback' function in versions up to  and including  10.2.0. This makes it possible for unauthenticated attackers to update the OpenAI API key  disabling the feature.","Medium","5.3","2024-05-24 14:43:53","https://www.cve.org/CVERecord?id=CVE-2024-4858","Testimonial Carousel For Elementor","testimonials-carousel-elementor"
"elementor","1f66cdcf-cbe5-43e0-ad18-c2b9c4491ed4","CVE-2024-10582","Music Player for Elementor – Audio Player & Podcast Player <= 2.4.1 - Missing Authorization to Authenticated (Subscriber+) Template Import","The Music Player for Elementor – Audio Player & Podcast Player plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the import_mpfe_template() function in all versions up to  and including  2.4.1. This makes it possible for authenticated attackers  with Subscriber-level access and above  to import templates.","Medium","4.3","2024-11-14 16:40:38","https://www.cve.org/CVERecord?id=CVE-2024-10582","Music Player for Elementor – Audio Player & Podcast Player","music-player-for-elementor"
"elementor","1fc447bc-841c-443f-9949-a0d852762fd9","CVE-2024-48045","Happy Addons for Elementor <= 3.12.3 - Missing Authorization","The Happy Addons for Elementor plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check on the validate_reqeust() function in versions up to  and including  3.12.3. This makes it possible for authenticated attackers  with contributor-level access and above  to view draft/private/password protected templates.","Medium","5.4","2024-10-13 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-48045","Happy Addons for Elementor","happy-elementor-addons"
"elementor","1fdb1314-5979-42bb-96dd-cc1648283c4e","CVE-2024-54228","Wot Elementor Widgets <= 1.0.1 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Wot Elementor Widgets plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.0.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-12-05 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-54228","Wot Elementor Widgets","wot-elementor-widgets"
"elementor","1feb3fa0-5fd9-443a-830c-cb1700ff30df","CVE-2024-30533","Layouts for Elementor <= 1.7 - Missing Authorization to Unauthenticated Arbitrary File Upload","The Layouts for Elementor plugin for WordPress is vulnerable to arbitrary file uploads due to a missing capability check on the handle_import() function in all versions up to  and including  1.7. This makes it possible for unauthenticated attackers to upload arbitrary files that can be used to achieve remote code execution.","Critical","10","2024-03-29 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-30533","Layouts for Elementor","layouts-for-elementor"
"elementor","1febe2d8-d354-4c78-a611-c1bb0937e53d","CVE-2024-4574","Graphina – Elementor Charts and Graphs <= 1.8.9 - Authenticated (Contributor+) Stored Cross-Site Scripting via Multiple Widgets","The Graphina – Elementor Charts and Graphs plugin for WordPress is vulnerable to Stored Cross-Site Scripting via multiple widgets in all versions up to  and including  1.8.9 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-05-10 10:03:51","https://www.cve.org/CVERecord?id=CVE-2024-4574","Graphina – Elementor Charts and Graphs","graphina-elementor-charts-and-graphs"
"elementor","1ffbff82-85ba-4f6f-b2de-9ba99003d981","CVE-2024-37090","Consulting Elementor Widgets <= 1.3.0 - Authenticated (Contributor+) SQL Injection","The Consulting Elementor Widgets plugin for WordPress is vulnerable to SQL Injection in versions up to  and including  1.3.0 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query.  This makes it possible for authenticated attackers  with contributor-level access and above  to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.","Critical","9.9","2024-06-20 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-37090","Consulting Elementor Widgets","consulting-elementor-widgets"
"elementor","2001d14c-2738-4d34-b465-0a76c2f772e6","CVE-2024-35656","Elementor Pro <= 3.21.2 - Reflected Cross-Site Scripting","The Elementor Pro plugin for WordPress is vulnerable to Reflected Cross-Site Scripting in versions up to  and including  3.21.2 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that execute if they can successfully trick a user into performing an action such as clicking on a link.","Medium","6.1","2024-06-28 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-35656","Elementor Website Builder Pro","elementor-pro"
"elementor","200baebd-7fd1-4df6-99ab-71f999b4e85a","CVE-2024-35724","Bosa Elementor Addons and Templates for WooCommerce <= 1.0.12 - Missing Authorization","The Bosa Elementor Addons and Templates for WooCommerce plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check on the start_importer and plugin_requirements functions in versions up to  and including  1.0.12. This makes it possible for authenticated attackers  with subscriber-level access and above  to start the importer and retrieve plugin requirements.","Medium","5.4","2024-06-06 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-35724","Bosa Elementor Addons and Templates for WooCommerce","bosa-elementor-for-woocommerce"
"elementor","201ff7b6-d72a-43c3-a7b1-c4f917c9d27f","CVE-2025-5338","Royal Elementor Addons <= 1.7.1024 - Authenticated (Contributor+) Stored DOM-Based Cross-Site Scripting via Multiple Widgets","The Royal Elementor Addons plugin for WordPress is vulnerable to Stored Cross-Site Scripting via multiple widgets in all versions up to  and including  1.7.1024 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2025-06-25 20:58:34","https://www.cve.org/CVERecord?id=CVE-2025-5338","Royal Elementor Addons and Templates","royal-elementor-addons"
"elementor","202dfb5c-6660-4d07-b10d-750fec28a3fe","CVE-2024-49693","Mega Elements <= 1.2.6 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Mega Elements plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.2.6 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-10-21 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-49693","Mega Elements – Addons for Elementor","mega-elements-addons-for-elementor"
"elementor","203ab09f-7344-4cab-86bf-0c1ec545d78f","CVE-2024-5088","Happy Addons for Elementor <= 3.10.8 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Happy Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the ‘_id’ parameter in all versions up to  and including  3.10.8 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with Contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-05-17 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-5088","Happy Addons for Elementor","happy-elementor-addons"
"elementor","206c5736-d9d9-4029-afdf-d76251cc81ac","CVE-2024-3985","Exclusive Addons for Elementor <= 2.6.9.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via Call to Action","The Exclusive Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Call to Action widget in all versions up to  and including  2.6.9.3 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-04-22 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-3985","Exclusive Addons for Elementor","exclusive-addons-for-elementor"
"elementor","20a67cde-612a-4c57-83d6-a5d8f3716a2d","CVE-2024-12599","HT Mega – Absolute Addons For Elementor <= 2.8.1 - Authenticated (Contributor+) Stored Cross-Site Scripting via Countdown Widget","The HT Mega – Absolute Addons For Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Countdown widget in all versions up to  and including  2.8.1 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","High","7.2","2025-02-10 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-12599","HT Mega – Absolute Addons For Elementor","ht-mega-for-elementor"
"elementor","20cd3fff-0488-4bc2-961b-2427925e6a96","CVE-2024-1358","Elementor Addon Elements <= 1.12.12 - Directory Traversal to Local File Inclusion","The Elementor Addon Elements plugin for WordPress is vulnerable to Directory Traversal in all versions up to  and including  1.12.12 via the render function. This makes it possible for authenticated attackers  with contributor access or higher  to include the contents of arbitrary PHP files on the server  which may expose sensitive information.","High","8.8","2024-02-21 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-1358","Elementor Addon Elements","addon-elements-for-elementor-page-builder"
"elementor","2132d5b4-583d-46c0-be5e-6664bee9cad2","CVE-2024-32508","DethemeKit For Elementor <= 2.0.2 - Authenticated (Contributor+) Stored Cross-Site Scripting","The DethemeKit For Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in all versions up to  and including  2.0.2 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-04-15 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-32508","DethemeKit for Elementor","dethemekit-for-elementor"
"elementor","21340ccf-eae5-4089-876f-60c3d6510d4a","CVE-2024-30524","PDF Viewer for Elementor <= 2.9.3 - Authenticated (Contributor+) Stored Cross-Site Scripting","The PDF Viewer for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  2.9.3 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-03-29 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-30524","PDF Viewer for Elementor","pdf-viewer-for-elementor"
"elementor","2136cad8-6b0b-4458-a357-6e98f1ac3e0b","CVE-2024-13217","Jeg Elementor Kit <= 2.6.11 - Authenticated (Contributor+) Sensitive Information Exposure via Countdown and Off-Canvas","The Jeg Elementor Kit plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to  and including  2.6.11 via the 'expired_data' and 'build_content' functions. This makes it possible for authenticated attackers  with Contributor-level access and above  to extract sensitive private  pending  scheduled  and draft template data.","Medium","4.3","2025-02-26 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-13217","Jeg Elementor Kit","jeg-elementor-kit"
"elementor","2162601a-3b94-4d6b-959e-99ba68d1271a","CVE-2024-38748","EleForms <= 2.9.9.9 - Missing Authorization","The EleForms plugin for WordPress is vulnerable to unauthorized access due to a missing capability check on a function in versions up to  and including  2.9.9.9. This makes it possible for unauthenticated attackers to perform an unauthorized action.","Medium","5.3","2024-07-11 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-38748","EleForms – All In One Form Integration including DB for Elementor","all-contact-form-integration-for-elementor"
"elementor","21b8fcfe-bdae-414a-a0d2-f20bfd604037","CVE-2021-24268","JetWidgets For Elementor <= 1.0.8 - Contributor+ Stored Cross-Site Scripting","The “JetWidgets For Elementor” WordPress Plugin before 1.0.9 has several widgets that are vulnerable to stored Cross-Site Scripting (XSS) by lower-privileged users such as contributors  all via a similar method.","Medium","6.4","2021-04-13 00:00:00","https://www.cve.org/CVERecord?id=CVE-2021-24268","JetWidgets For Elementor","jetwidgets-for-elementor"
"elementor","21e12c72-7898-4896-9852-ebb10e5f9a3b","CVE-2024-4448","Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders <= 5.9.19 - Authenticated (Contributor+) Stored Cross-Site Scripting via 'Dual Color Header'  'Event Calendar'  & 'Advanced Data Table'","The Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'Dual Color Header'  'Event Calendar'  & 'Advanced Data Table' widgets in all versions up to  and including  5.9.19 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-05-09 19:32:53","https://www.cve.org/CVERecord?id=CVE-2024-4448","Essential Addons for Elementor – Popular Elementor Templates & Widgets","essential-addons-for-elementor-lite"
"elementor","21f8908c-bcfc-4ca1-bc8b-80a80c4a5a4f","CVE-2024-7147","JetBlocks <= 1.3.12 - Authenticated (Contributor+) Stored Cross-Site Scripting","The JetBlocks for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via multiple placeholder parameters in all versions up to  and including  1.3.12 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with Contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-08-15 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-7147","JetBlocks for Elementor","jet-blocks"
"elementor","22ba0eaf-f514-420a-9680-8126f6dcdde9","CVE-2024-0326","Premium Addons for Elementor <= 4.10.17 - Authenticated(Contributor+) Stored Cross-Site Scripting via Link Wrapper","The Premium Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Link Wrapper functionality in all versions up to  and including  4.10.17 due to insufficient input sanitization and output escaping on user supplied links. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-03-12 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-0326","Premium Addons for Elementor","premium-addons-for-elementor"
"elementor","22bc7a0c-8a89-461b-8838-788dd6d5c63b","CVE-2022-47170","Unlimited Elements For Elementor (Free Widgets  Addons  Templates) <= 1.5.48  - Authenticated (Admin+) Cross Site Scripting (XSS)","The Unlimited Elements For Elementor (Free Widgets  Addons  Templates) plugin for WordPress is vulnerable to Stored Cross-Site Scripting via settings in versions up to  and including  1.5.48 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with administrative-level permissions and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.","Medium","4.4","2023-01-27 00:00:00","https://www.cve.org/CVERecord?id=CVE-2022-47170","Unlimited Elements For Elementor","unlimited-elements-for-elementor"
"elementor","22c4b981-6135-4c44-aa68-f0d51704a68c","CVE-2024-2491","PowerPack Addons for Elementor <= 2.7.17 - Authenticated (Contributor+) Stored Cross-Site Scripting via *_html_tag*","The PowerPack Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the *_html_tag* attribute of multiple widgets in all versions up to  and including  2.7.17 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-03-29 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-2491","PowerPack Elementor Addons (Free Widgets  Extensions and Templates)","powerpack-lite-for-elementor"
"elementor","22dced08-20b1-4f21-8c43-148d40a29701","CVE-2025-49444","Reformer for Elementor <= 1.0.5 - Unauthenticated Arbitrary File Upload","The ReFormer – Multichannel Contact Form for Elementor plugin for WordPress is vulnerable to arbitrary file uploads due to missing file type validation in all versions up to  and including  1.0.5. This makes it possible for unauthenticated attackers to upload arbitrary files on the affected site's server which may make remote code execution possible.","Critical","9.8","2025-06-11 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-49444","ReFormer – Multichannel Contact Form for Elementor","reformer-elementor"
"elementor","22e4eb2a-2c2b-4f4f-821e-8d2d7e558364","CVE-2024-3890","Happy Addons for Elementor <= 3.10.6 - Authenticated (Contributor+) Stored Cross-Site Scripting via Calendly Widget","The Happy Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Calendly widget in all versions up to  and including  3.10.5 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-04-25 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-3890","Happy Addons for Elementor","happy-elementor-addons"
"elementor","22fd58a6-2bcb-4190-8440-a7df7848ad9e","CVE-2021-25027","PowerPack Addons for Elementor <= 2.6.1 - Reflected Cross-Site Scripting","The PowerPack Addons for Elementor WordPress plugin before 2.6.2 does not escape the tab parameter before outputting it back in an attribute in the admin dashboard  leading to a Reflected Cross-Site Scripting issue","Medium","6.1","2021-12-06 00:00:00","https://www.cve.org/CVERecord?id=CVE-2021-25027","PowerPack Elementor Addons (Free Widgets  Extensions and Templates)","powerpack-lite-for-elementor"
"elementor","230b3f2f-44cf-46eb-8e6a-3c52f2ea2fb9","CVE-2024-10326","RomethemeKit For Elementor <= 1.5.3 - Missing Authorization in save_options and reset_widgets","The RomethemeKit For Elementor plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the save_options and reset_widgets functions in all versions up to  and including  1.5.3. This makes it possible for authenticated attackers  with Subscriber-level access and above  to modify plugin settings or reset plugin widgets to their default state (all enabled). NOTE: This vulnerability was partially fixed in version 1.5.3.","Medium","4.3","2025-01-14 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-10326","RTMKit Addons for Elementor","rometheme-for-elementor"
"elementor","23106867-372f-424f-a83e-f50b3c47e37a","CVE-2025-54706","Magical Posts Display <= 1.2.52 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Magical Posts Display plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.2.52 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2025-07-30 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-54706","Magical Posts Display – Elementor Advanced Posts widgets","magical-posts-display"
"elementor","231dbf87-2e17-4b4b-9eac-34a8b4a791ba","N/A","Elements For Elementor <= 1.9 - Stored Cross-Site Scripting","The Elements For Elementor plugin for WordPress is vulnerable to Cross-Site Scripting via several parameters in versions up to  and including  1.9 due to insufficient input sanitization and output escaping. This makes it possible for attackers to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.1","2022-05-25 00:00:00","","Elements For Elementor","nd-elements"
"elementor","234a4cd9-4149-4ef0-b543-762a44cce73d","CVE-2025-22316","WPBITS Addons For Elementor Page Builder <= 1.5.1 - Authenticated (Author+) Stored Cross-Site Scripting","The WPBITS Addons For Elementor Page Builder plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.5.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with author-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2025-01-06 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-22316","WPBITS Addons For Elementor Page Builder","wpbits-addons-for-elementor"
"elementor","23924342-3b1d-4360-bd87-104091283e35","N/A","BuddyBuilder - BuddyPress Builder for Elementor <= 1.7.3 - Cross-Site Request Forgery","The BuddyBuilder plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to  and including  1.7.3. This is due to missing or incorrect nonce validation when saving settings through the handle_settings_request() function. This makes it possible for unauthenticated attackers to change plugin settings via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.","Medium","4.3","2023-07-10 00:00:00","","BuddyPress Builder for Elementor – BuddyBuilder","stax-buddy-builder"
"elementor","23a66e6b-cec0-4110-9bef-a5d41ce1c954","CVE-2024-4156","Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders <= 5.9.17 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the ‘eael_event_text_color’ parameter in versions up to  and including  5.9.17 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level permissions and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-04-30 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-4156","Essential Addons for Elementor – Popular Elementor Templates & Widgets","essential-addons-for-elementor-lite"
"elementor","23b6e418-5560-4543-9042-5f338df315e5","CVE-2024-37520","ShopBuilder – Elementor WooCommerce Builder Addons <= 2.1.12 - Authenticated (Contributor+) Local File Inclusion","The ShopBuilder – Elementor WooCommerce Builder Addons plugin for WordPress is vulnerable to Local File Inclusion in all versions up to  and including  2.1.12. This makes it possible for authenticated attackers  with contributor-level access and above  to include and execute arbitrary files on the server  allowing the execution of any PHP code in those files. This can be used to bypass access controls  obtain sensitive data  or achieve code execution in cases where images and other “safe” file types can be uploaded and included.","High","8.8","2024-07-05 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-37520","ShopBuilder – Elementor WooCommerce Builder Addons","shopbuilder"
